Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
38412,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,"Singh, Simon",,385493622,9780385493628,0,4.19,Anchor,Paperback,315,1998,1997,,2012/04/20,math,math (#1),read,,,,,,,0,,,,,
12466798,The Dark Side of Disney,Leonard Kinsey,"Kinsey, Leonard",,,,1,3.14,,Kindle Edition,172,,2011,,2014/06/19,fun,fun (#16),read,,,,,,,0,,,,,
49041,"New Moon (Twilight, #2)",Stephenie Meyer,"Meyer, Stephenie",,316160199,9780316160193,0,3.52,"Little, Brown and Company",Hardcover,563,2006,2006,,2012/03/17,fun,fun (#4),read,,,,,,,0,,,,,
41865,"Twilight (Twilight, #1)",Stephenie Meyer,"Meyer, Stephenie",,316015849,9780316015844,4,3.56,"Little, Brown and Company",Paperback,498,2006,2005,,2011/12/02,fun,fun (#8),read,,,,,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,140283331,9780140283334,0,3.62,Penguin Books ,Paperback,182,1999,1954,,2012/03/17,fun,fun (#2),read,,,,,,,0,,,,,
976,Deception Point,Dan Brown,"Brown, Dan",,671027387,9780671027384,1,3.63,Pocket Books,Paperback,556,2002,2001,,2011/12/02,fun,fun (#11),read,,,,,,,0,,,,,
7286217,Cyberwar: The Next Threat to National Security & What to Do About It,Richard A. Clarke,"Clarke, Richard A.",Robert Knake,61962236,9780061962233,2,3.67,Ecco,Hardcover,304,2010,2010,2012/08/19,2012/04/25,fun,fun (#14),read,,,,,,,0,,,,,
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",,385720920,9780385720922,3,3.68,Anchor Books,Paperback,293,2002,2001,,2011/12/02,fun,fun (#12),read,,,,,,,0,,,,,
1162543,"Breaking Dawn (Twilight, #4)",Stephenie Meyer,"Meyer, Stephenie",,031606792X,9780316067928,0,3.7,"Little, Brown and Company",Hardcover,756,2008,2008,,2012/03/17,fun,fun (#3),read,,,,,,,0,,,,,
428263,"Eclipse (Twilight, #3)",Stephenie Meyer,"Meyer, Stephenie",,316160202,9780316160209,4,3.7,"Little, Brown and Company",Hardcover,629,2007,2007,,2011/12/02,fun,fun (#7),read,,,,,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,1400032717,9781400032716,5,3.84,Vintage,Paperback,226,2004,2003,,2011/12/02,fun,fun (#9),read,,,,,,,0,,,,,
6867,Atonement,Ian McEwan,"McEwan, Ian",,038572179X,9780385721790,4,3.86,Anchor,Paperback,351,2003,2001,,2011/12/02,fun,fun (#13),read,,,,,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,439023513,9780439023511,0,4.03,Scholastic Press,Hardcover,392,2010,2010,,2012/03/17,fun,fun (#6),read,,,,,,,0,,,,,
6580475,"The Silent Sea (The Oregon Files, #7)",Clive Cussler,"Cussler, Clive",Jack Du Brul,399156259,9780399156250,4,4.06,Putnam Adult,Hardcover,403,2010,2010,2012/04/26,2012/04/18,fun,fun (#1),read,,,,,,,0,,,,,
11192642,Go the Fuck to Sleep,Adam Mansbach,"Mansbach, Adam",Ricardo Cortés,1617750255,9781617750250,5,4.24,Akashic Books,Hardcover,32,2011,2011,,2014/06/19,fun,fun (#15),read,,,,,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,439023491,9780439023498,0,4.3,Scholastic Press,Hardcover,391,2009,2009,,2012/03/17,fun,fun (#5),read,,,,,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,439023483,9780439023481,0,4.37,Scholastic Press,Hardcover,374,2008,2008,,2011/12/02,fun,fun (#10),read,,,,,,,0,,,,,
6633968,Numbers Rule Your World: The Hidden Influence of Probabilities and Statistics on Everything You Do,Kaiser Fung,"Fung, Kaiser",,71626530,9780071626538,0,3.43,McGraw-Hill Education,Hardcover,208,2010,2010,,2016/01/28,math,currently-reading (#13),currently-reading,,,,,,,0,,,,,
23660629,"The Atomic Sea: Volume One (The Atomic Sea, #1)",Jack Conner,"Conner, Jack",,991284895,9780991284894,0,3.44,Allen Wise,Paperback,466,2014,2014,,2015/04/29,sci-fi,currently-reading (#8),currently-reading,,,,,,,0,,,,,
13588433,The Half-life of Facts: Why Everything We Know Has an Expiration Date,Samuel Arbesman,"Arbesman, Samuel",,159184472X,9781591844723,0,3.44,Current,Hardcover,256,2012,2012,,2013/08/26,math,currently-reading (#6),currently-reading,,,,,,,0,,,,,
18473791,Introduction to Probability Models,Sheldon M. Ross,"Ross, Sheldon M.",,124079482,9780124079489,0,3.5,Academic Press,Hardcover,767,2014,2014,,2015/12/16,math,currently-reading (#9),currently-reading,,,,,,,0,,,,,
17079661,Numbersense: How to Use Big Data to Your Advantage,Kaiser Fung,"Fung, Kaiser",,71799664,9780071799669,0,3.62,McGraw-Hill,Hardcover,228,2013,2013,,2016/01/28,math,currently-reading (#14),currently-reading,,,,,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,441569595,9780441569595,0,3.86,Ace Books,Mass Market Paperback,271,1984,1984,,2012/08/29,sci-fi,currently-reading (#2),currently-reading,,,,,,,0,,,,,
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,140449140,9780140449143,0,3.87,Penguin Classics,Paperback,416,2003,-380,,2012/06/30,philosophy,currently-reading (#1),currently-reading,,,,,,,0,,,,,
2265508,Geekonomics: The Real Cost of Insecure Software,David Rice,"Rice, David",,321477898,9780321477897,0,3.96,Addison-Wesley Professional,Hardcover,362,2007,2007,,2012/08/29,math,currently-reading (#3),currently-reading,,,,,,,0,,,,,
22826126,Seveneves,Neal Stephenson,"Stephenson, Neal",,62190377,9780062190376,0,3.99,Harper Collins,Hardcover,867,2015,2015,,2015/05/05,sci-fi,currently-reading (#10),currently-reading,,,,,,,0,,,,,
305909,Strategy,B.H. Liddell Hart,"Hart, B.H. Liddell",,452010713,9780452010710,0,4.06,Meridian/Plume,Paperback,448,1991,1941,,2013/12/04,military-history,currently-reading (#5),currently-reading,,,,,,,0,,,,,
17280233,"Poor Man's Fight (Poor Man's Fight, #1)",Elliott Kay,"Kay, Elliott",,,,0,4.17,Amazon Digital Services,Kindle Edition,356,2013,2013,,2013/08/26,sci-fi,currently-reading (#4),currently-reading,,,,,,,0,,,,,
7756381,Linear Programming and Network Flows,Mokhtar Bazaraa,"Bazaraa, Mokhtar","John Jarvis, Hanif Sherali",470462728,9780470462720,0,4.4,John Wiley & Sons,Hardcover,748,2009,2009,,2016/01/28,math,currently-reading (#11),currently-reading,,,,,,,0,,,,,
14794158,Foundations of Decision Analysis,Ronald A. Howard,"Howard, Ronald A.",Ali E. Abbas,132336243,9780132336246,0,4.5,Prentice Hall,Hardcover,832,2015,2013,,2016/01/28,math,currently-reading (#12),currently-reading,,,,,,,0,,,,,
7543151,Labor Relations: Striking a Balance,John W. Budd,"Budd, John W.",,73530336,9780073530338,3,2.91,Irwin/McGraw-Hill,Hardcover,541,2009,2004,,2014/08/24,,,read,,,,,,,0,,,,,
21043535,DoD Systems Engineering (Illustrated),Charles Colsen,"Colsen, Charles",,,,0,3,,Kindle Edition,186,2012,2012,2015/12/16,2015/04/29,,,read,,,,,,,0,,,,,
13360615,Lacuna: Demons of the Void (Lacuna #1),David  Adams,"Adams, David",,,,2,3.27,David Adams,Kindle Edition,216,2011,2011,,2014/09/28,,,read,,,,,,,0,,,,,
4050729,Staffing Organizations,Herbert G. Heneman III,"III, Herbert G. Heneman",Timothy A. Judge,73530271,9780073530277,3,3.28,Irwin/McGraw-Hill,Hardcover,751,2008,2002,,2014/08/24,,,read,,,,,,,0,,,,,
22817560,"Legacy Code (Legacy Code, #1)",Autumn Kalquist,"Kalquist, Autumn",,,,3,3.38,Diapason Publishing,Paperback,218,2014,2014,,2015/03/31,,,read,,,,,,,0,,,,,
7750512,Compensation,George Milkovich,"Milkovich, George","Jerry Newman, Milkovich George",73530492,9780073530499,4,3.42,McGraw-Hill Education,Hardcover,712,2010,1996,,2014/08/24,,,read,,,,,,,0,,,,,
18819296,Hidden,Catherine McKenzie,"McKenzie, Catherine",,,,3,3.42,Lake Union Publishing,Kindle Edition,304,2014,2013,,2014/04/20,,,read,,,,,,,0,,,,,
29589,Eastern Standard Tribe,Cory Doctorow,"Doctorow, Cory",,765310457,9780765310453,0,3.48,Tor Books,Paperback,224,2005,2004,,2013/08/26,,,read,,,,,,,0,,,,,
2742,My Boys Can Swim!: The Official Guy's Guide to Pregnancy,Ian Davis,"Davis, Ian",,761521674,9780761521679,0,3.52,Three Rivers Press,Paperback,112,1999,1999,2012/01/01,2016/01/28,,,read,,,,,,,0,,,,,
388175,"The Guy's Guide to Surviving Pregnancy, Childbirth, and the First Year of Fatherhood",Michael R. Crider,"Crider, Michael R.",,738210277,9780738210278,3,3.57,Da Capo Press,Paperback,208,2005,2005,,2014/08/24,,,read,,,,,,,0,,,,,
19437988,Mint Juleps and Justice (An Adams Grove Novel),Nancy Naigle,"Naigle, Nancy",,,,2,3.58,Montlake Romance,Kindle Edition,335,2014,2014,,2014/06/19,,,read,,,,,,,0,,,,,
1370616,Operations Research: Applications and Algorithms (with CD-ROM and InfoTrac),Wayne L. Winston,"Winston, Wayne L.",,534380581,9780534380588,0,3.63,Cengage Learning,Hardcover,1440,2003,1987,,2015/12/16,,,read,,,,,,,0,,,,,
8437633,"The Crown in the Heather (The Bruce Trilogy, #1)",N. Gemini Sasson,"Sasson, N. Gemini",,982715803,9780982715802,4,3.64,Cader Idris Press,Paperback,298,2010,2010,,2015/03/27,,,read,,,,,,,0,,,,,
112520,"Rama II (Rama, #2)",Arthur C. Clarke,"Clarke, Arthur C.",Gentry Lee,2290032042,9782290032046,0,3.65,J'ai lu,Paperback,480,1996,1989,2015/12/16,2015/10/11,,,read,,,,,,,0,,,,,
13558118,"Collapse (New America, #1)",Richard Stephenson,"Stephenson, Richard",,,9781477654637,2,3.67,Stephenson & Powers Publishing House,Paperback,484,2012,2012,,2014/10/31,,,read,,,,,,,0,,,,,
204567,"The Expectant Father: Facts, Tips and Advice for Dads-to-Be",Armin A. Brott,"Brott, Armin A.",Jennifer Ash,789205386,9780789205384,4,3.68,Abbeville Press,Paperback,271,2001,1995,,2014/08/24,,,read,,,,,,,0,,,,,
20940979,"Evasion (The Chosen, #2)",N.M. Santoski,"Santoski, N.M.",,,,5,3.75,,ebook,215,2013,2013,2014/03/24,2014/03/20,,,read,,,,,,,0,,,,,
7373276,Human Resources Management: A Strategic Approach,William P. Anthony,"Anthony, William P.","K. Michele Kacmar, Pamela L. Perrewe",1424063930,9781424063932,0,3.77,Cengage Learning,Hardcover,730,2009,1998,,2016/01/28,,,read,,,,,,,0,,,,,
12027284,F in Exams: The Funniest Test Paper Blunders,Richard Benson,"Benson, Richard",,,,2,3.8,,Kindle Edition,129,,2008,,2016/01/28,,,read,,,,,,,0,,,,,
13556084,The Three Arks (Comet Clement series #4),Kevin George,"George, Kevin",,,,2,3.84,,Kindle Edition,359,2014,2014,2015/03/04,2015/03/04,,,read,,,,,,,0,,,,,
18867685,"The Atlantis Plague (The Origin Mystery, #2)",A.G. Riddle,"Riddle, A.G.",,,,3,3.87,Amazon Digital Services,Kindle Edition,438,2013,2013,2015/08/28,2015/08/12,,,read,,,,,,,0,,,,,
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,61977969,9780061977961,5,3.95,William Morrow,Hardcover,1044,2011,2011,2015/01/22,2015/01/11,,,read,,,,,,,0,,,,,
16619,Democracy in America ,Alexis de Tocqueville,"Tocqueville, Alexis de","Isaac Kramnick, Gerald Bevan",140447601,9780140447606,0,3.97,Penguin Classics,Paperback,992,2003,1835,,2012/04/20,,,read,,,,,,,0,,,,,
17692848,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,,,4,4.03,RosettaBooks,Kindle Edition,256,2012,1973,,2015/09/26,,,read,,,,,,,0,,,,,
61666,Contact,Carl Sagan,"Sagan, Carl",,2266079999,9782266079990,5,4.07,Pocket,Mass Market Paperback,580,1997,1985,2015/03/13,2012/03/31,,,read,I liked the ending of the book much better than the movie.  A great book.,,,,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,553380168,9780553380163,0,4.09,Bantam Books,Paperback,212,1998,1987,,2012/04/20,,,read,,,,,,,0,,,,,
61630,"Google Hacking for Penetration Testers, Volume 1",Johnny Long,"Long, Johnny","Ed Skoudis, Alrik van Eijkelenborg",1931836361,9781931836364,0,4.1,Syngress,Paperback,448,2005,2004,2014/06/01,2016/01/28,,,read,,,,,,,0,,,,,
23173280,"Emergence (Galactic Empire Wars, #2)",Raymond L. Weil,"Weil, Raymond L.",,,,3,4.11,Raymond L. Weil Publications LLC,Kindle Edition,294,2014,2014,,2015/03/11,,,read,,,,,,,0,,,,,
597544,Be Prepared: A Practical Handbook for New Dads,Gary   Greenberg,"Greenberg, Gary",Jeannie Hayden,743251547,9780743251549,0,4.15,Simon & Schuster,Paperback,240,2004,2003,,2014/10/01,,,read,,,,,,,0,,,,,
1093435,In the Company of Heroes,Michael J. Durant,"Durant, Michael J.","Mark Bowden, Steven Hartov",451210603,9780451210609,0,4.18,NAL,Paperback,400,2004,2003,,2016/01/28,,,read,,,,,,,0,,,,,
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,60512806,9780060512804,5,4.24,Avon,Paperback,1139,2002,1999,2014/06/05,2012/06/17,,,read,"Fantastic book- a bit dated in technology by now, but still an awesome story",,,,,,0,,,,,
8306857,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,62024027,9780062024022,1,4.29,Katherine Tegen Books,Hardcover,487,2011,2011,,2012/03/18,,,read,Read it for free... Still paid too much.,,,,,,0,,,,,
9969571,Ready Player One,Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,5,4.31,Random House NY,Hardcover,372,2011,2011,2015/04/02,2012/06/30,,,read,,,,,,,0,,,,,
18710619,"A Song of Ice and Fire, 5-Book Boxed Set: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (Song of Ice & Fire 1-5)",George R.R. Martin,"Martin, George R.R.",,,,5,4.62,Bantam,Kindle Edition,4272,2012,2000,,2014/08/24,,,read,,,,,,,0,,,,,
